 | Origin Time (GMT)     | Status    |cnt |Mag  |TypeMag |cnt | Lat     | Lon      | Depth  | Remarks
 | 2018-04-09 22:31:32.6 | manual      | 9  | 3.5 | MLv    | 9  | 2.91 S  | 127.46 E | 10 km  | Ceram Sea                           
 | 2018-04-09 21:02:33.4 | manual      | 11 | 3.6 | MLv    | 10 | 3.09 S  | 127.11 E | 72 km  | Seram, Indonesia                    
 | 2018-04-09 20:14:59.9 | manual      | 6  | 2.7 | MLv    | 6  | 3.06 S  | 127.41 E | 59 km  | Seram, Indonesia                    
 | 2018-04-09 20:10:35.6 | manual      | 5  | 2.9 | MLv    | 5  | 2.91 S  | 127.43 E | 39 km  | Ceram Sea                           
 | 2018-04-09 18:08:18.5 | manual      | 7  | 3.1 | MLv    | 7  | 3.04 S  | 127.36 E | 68 km  | Seram, Indonesia                    
 | 2018-04-09 17:07:37.5 | manual      | 7  | 3.0 | MLv    | 6  | 2.74 S  | 127.56 E | 10 km  | Ceram Sea                           
 | 2018-04-09 14:10:04.8 | manual      | 12 | 3.6 | MLv    | 12 | 2.97 S  | 127.59 E | 30 km  | Ceram Sea                           
 | 2018-04-09 12:13:56.5 | manual      | 26 | 5.4 | mb     | 24 | 37.07 S | 176.37 W | 31 km  | East of North Island, N.Z.          
 | 2018-04-09 11:46:14.6 | manual      | 29 | 4.8 | mb     | 29 | 7.17 S  | 103.91 E | 115 km | Southwest of Sumatra, Indonesia     
 | 2018-04-09 02:17:30.5 | manual      | 26 | 5.1 | mb     | 25 | 6.35 S  | 146.01 E | 10 km  | Eastern New Guinea Reg., P.N.G.     
 | 2018-04-09 00:31:34.8 | manual      | 6  | 4.3 | MLv    | 5  | 3.28 N  | 128.02 E | 134 km | North of Halmahera, Indonesia       
 | 2018-04-08 22:55:42.7 | manual      | 4  | 3.4 | MLv    | 4  | 0.11 S  | 125.54 E | 10 km  | Southern Molucca Sea                
 | 2018-04-08 22:09:13.9 | manual      | 7  | 3.2 | MLv    | 4  | 0.11 S  | 123.21 E | 158 km | Minahassa Peninsula, Sulawesi       
 | 2018-04-08 21:55:18.5 | manual      | 8  | 4.2 | MLv    | 8  | 0.25 S  | 124.09 E | 39 km  | Southern Molucca Sea                
 | 2018-04-08 19:37:24.2 | manual      | 7  | 2.8 | MLv    | 4  | 2.68 S  | 127.62 E | 13 km  | Ceram Sea                           
 | 2018-04-08 18:34:23.5 | manual      | 7  | 2.5 | MLv    | 4  | 3.04 S  | 127.35 E | 75 km  | Seram, Indonesia                    
 | 2018-04-08 16:32:58.7 | manual      | 38 | 5.2 | mb     | 37 | 34.24 N | 132.57 E | 216 km | Western Honshu, Japan               
 | 2018-04-08 16:04:22.9 | manual      | 22 | 5.2 | mb     | 22 | 6.73 S  | 103.94 E | 113 km | Southwest of Sumatra, Indonesia     
 | 2018-04-08 13:19:19.7 | manual      | 11 | 2.9 | MLv    | 8  | 0.13 S  | 122.93 E | 134 km | Minahassa Peninsula, Sulawesi       
 | 2018-04-08 12:15:44.7 | manual      | 10 | 3.2 | MLv    | 9  | 0.40 N  | 124.01 E | 194 km | Minahassa Peninsula, Sulawesi       
 | 2018-04-08 11:15:17.3 | manual      | 8  | 3.0 | MLv    | 8  | 0.64 N  | 126.26 E | 54 km  | Northern Molucca Sea                
 | 2018-04-08 11:06:34.8 | manual      | 9  | 4.4 | MLv    | 9  | 5.41 N  | 126.67 E | 130 km | Mindanao, Philippines               
 | 2018-04-08 10:34:58.6 | manual      | 10 | 3.5 | MLv    | 9  | 0.60 S  | 121.96 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2018-04-08 10:02:24.2 | manual      | 7  | 3.8 | MLv    | 7  | 9.25 S  | 110.65 E | 23 km  | South of Java, Indonesia            
 | 2018-04-08 07:50:18.7 | manual      | 9  | 3.4 | MLv    | 9  | 0.68 N  | 127.07 E | 6 km   | Halmahera, Indonesia                
 | 2018-04-07 23:53:24.4 | manual      | 30 | 4.7 | mb     | 22 | 2.57 N  | 128.29 E | 184 km | Halmahera, Indonesia                
 | 2018-04-07 14:10:35.1 | manual      | 7  | 4.0 | MLv    | 7  | 3.81 N  | 126.64 E | 10 km  | Talaud Islands, Indonesia           
 | 2018-04-07 09:56:42.2 | manual      | 50 | 5.0 | mb     | 47 | 10.94 S | 117.08 E | 10 km  | South of Sumbawa, Indonesia         
 | 2018-04-07 08:05:56.4 | manual      | 14 | 4.5 | MLv    | 11 | 2.67 N  | 128.71 E | 227 km | Halmahera, Indonesia                
 | 2018-04-07 08:01:07.1 | manual      | 8  | 3.3 | MLv    | 8  | 1.43 S  | 120.03 E | 10 km  | Sulawesi, Indonesia                 
 | 2018-04-07 05:48:43.1 | manual      | 53 | 6.4 | Mw(mB) | 45 | 5.87 S  | 142.55 E | 46 km  | New Guinea, Papua New Guinea        
 | 2018-04-07 05:15:27.9 | manual      | 34 | 5.2 | mb     | 33 | 5.41 S  | 152.03 E | 137 km | New Britain Region, P.N.G.          
 | 2018-04-07 02:56:52.2 | manual      | 26 | 5.0 | mb     | 23 | 6.29 S  | 142.61 E | 10 km  | New Guinea, Papua New Guinea        
 | 2018-04-07 00:20:26.6 | manual      | 10 | 4.2 | MLv    | 10 | 2.84 S  | 127.62 E | 6 km   | Ceram Sea                           
 | 2018-04-06 23:43:56.7 | manual      | 27 | 4.5 | mb     | 24 | 6.00 S  | 142.74 E | 34 km  | New Guinea, Papua New Guinea        
 | 2018-04-06 23:18:39.2 | manual      | 45 | 4.8 | mb     | 38 | 3.37 N  | 127.20 E | 10 km  | Talaud Islands, Indonesia           
 | 2018-04-06 22:49:01.6 | manual      | 48 | 5.1 | mb     | 35 | 2.66 S  | 127.71 E | 10 km  | Ceram Sea                           
 | 2018-04-06 20:34:29.1 | manual      | 5  | 3.1 | MLv    | 5  | 0.55 S  | 120.16 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2018-04-06 20:19:24.8 | manual      | 44 | 5.1 | mb     | 37 | 9.63 S  | 120.03 E | 93 km  | Sumba Region, Indonesia             
 | 2018-04-06 18:45:12.8 | manual      | 5  | 2.2 | MLv    | 4  | 0.26 S  | 122.75 E | 82 km  | Minahassa Peninsula, Sulawesi       
 | 2018-04-06 18:00:19.5 | manual      | 5  | 2.7 | MLv    | 4  | 0.54 S  | 121.96 E | 82 km  | Minahassa Peninsula, Sulawesi       
 | 2018-04-06 14:23:29.1 | manual      | 5  | 2.8 | MLv    | 4  | 0.93 N  | 121.40 E | 44 km  | Minahassa Peninsula, Sulawesi       
 | 2018-04-06 13:33:46.4 | manual      | 5  | 3.0 | MLv    | 4  | 0.04 S  | 125.06 E | 6 km   | Southern Molucca Sea                
 | 2018-04-06 12:15:38.3 | manual      | 5  | 2.7 | MLv    | 4  | 0.11 S  | 123.19 E | 112 km | Minahassa Peninsula, Sulawesi       
 | 2018-04-06 07:47:03.2 | manual      | 41 | 5.6 | Mw(mB) | 38 | 1.52 S  | 138.43 E | 45 km  | Near North Coast of Irian Jaya      
 | 2018-04-05 09:07:57.5 | manual      | 52 | 5.9 | Mw(mB) | 44 | 18.26 S | 178.05 W | 507 km | Fiji Islands Region                 
 | 2018-04-05 03:53:41.1 | manual      | 41 | 6.3 | Mw(mB) | 35 | 6.84 N  | 126.91 E | 58 km  | Mindanao, Philippines               
 | 2018-04-05 01:27:20.7 | manual      | 12 | 4.2 | MLv    | 12 | 3.54 S  | 127.56 E | 10 km  | Seram, Indonesia                    
 | 2018-04-04 23:47:28.3 | manual      | 11 | 4.5 | mb     | 11 | 1.44 S  | 105.71 E | 171 km | Southern Sumatra, Indonesia         
 | 2018-04-04 15:46:02.4 | manual      | 24 | 4.4 | mb     | 22 | 6.41 S  | 141.78 E | 107 km | New Guinea, Papua New Guinea        
 | 2018-04-04 14:01:12.5 | manual      | 6  | 3.1 | MLv    | 6  | 0.28 S  | 122.63 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2018-04-04 07:27:07.8 | manual      | 7  | 3.8 | MLv    | 6  | 0.54 S  | 122.34 E | 24 km  | Minahassa Peninsula, Sulawesi       
 | 2018-04-04 05:22:21.9 | manual      | 6  | 3.9 | MLv    | 6  | 0.56 S  | 122.36 E | 12 km  | Minahassa Peninsula, Sulawesi       
 | 2018-04-04 03:12:52.5 | manual      | 6  | 3.4 | MLv    | 6  | 0.53 N  | 122.46 E | 328 km | Minahassa Peninsula, Sulawesi       
 | 2018-04-04 01:23:08.5 | manual      | 8  | 2.7 | MLv    | 4  | 2.96 S  | 119.61 E | 10 km  | Sulawesi, Indonesia                 
 | 2018-04-03 19:12:07.8 | manual      | 5  | 3.1 | MLv    | 5  | 0.12 S  | 126.60 E | 10 km  | Southern Molucca Sea                
 | 2018-04-03 16:47:31.6 | manual      | 7  | 3.0 | MLv    | 7  | 8.18 S  | 112.34 E | 126 km | Java, Indonesia                     
 | 2018-04-03 14:58:03.3 | manual      | 6  | 4.4 | MLv    | 6  | 1.90 N  | 123.21 E | 53 km  | Minahassa Peninsula, Sulawesi       
 | 2018-04-03 09:14:07.4 | manual      | 29 | 5.8 | mb     | 22 | 3.05 N  | 127.91 E | 23 km  | Talaud Islands, Indonesia           
 | 2018-04-03 09:08:14.6 | manual      | 10 | 4.3 | MLv    | 10 | 0.72 N  | 126.16 E | 10 km  | Northern Molucca Sea                
 | 2018-04-03 06:03:58.4 | manual      | 12 | 4.5 | MLv    | 12 | 9.28 S  | 115.96 E | 96 km  | South of Bali, Indonesia            
 | 2018-04-03 01:35:57.1 | manual      | 7  | 3.4 | MLv    | 7  | 0.23 N  | 123.89 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2018-04-02 19:45:01.6 | manual      | 14 | 4.3 | MLv    | 12 | 0.59 S  | 123.44 E | 14 km  | Minahassa Peninsula, Sulawesi       
 | 2018-04-02 19:23:59.9 | manual      | 29 | 5.0 | mb     | 20 | 1.54 N  | 124.99 E | 166 km | Minahassa Peninsula, Sulawesi       
 | 2018-04-02 13:57:54.5 | preliminary | 4  | 6.2 | MLv    | 4  | 4.88 S  | 126.52 E | 10 km  | Banda Sea                           
 | 2018-04-02 13:03:05.6 | manual      | 5  | 3.3 | MLv    | 5  | 7.35 S  | 110.77 E | 102 km | Java, Indonesia                     
 | 2018-04-02 05:57:46.3 | manual      | 48 | 5.9 | Mw(mB) | 39 | 24.47 S | 177.27 W | 198 km | South of Fiji Islands               
 | 2018-04-02 02:41:01.8 | manual      | 11 | 4.4 | MLv    | 11 | 4.20 N  | 125.51 E | 584 km | Talaud Islands, Indonesia           
 | 2018-04-01 15:40:02.1 | manual      | 9  | 3.5 | MLv    | 9  | 0.18 S  | 123.36 E | 142 km | Minahassa Peninsula, Sulawesi       
 | 2018-04-01 11:43:42.7 | manual      | 5  | 3.3 | MLv    | 4  | 0.67 N  | 120.19 E | 24 km  | Minahassa Peninsula, Sulawesi       
 | 2018-04-01 11:32:56.8 | manual      | 6  | 2.4 | MLv    | 5  | 2.77 S  | 119.66 E | 10 km  | Sulawesi, Indonesia                 
 | 2018-04-01 10:50:34.7 | manual      | 10 | 4.5 | MLv    | 8  | 9.05 S  | 111.45 E | 17 km  | South of Java, Indonesia            
 | 2018-03-31 22:39:01.5 | manual      | 6  | 3.8 | MLv    | 6  | 0.33 N  | 122.63 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2018-03-31 22:32:07.1 | manual      | 4  | 3.1 | MLv    | 4  | 1.61 N  | 123.34 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2018-03-31 20:43:59.6 | manual      | 22 | 4.6 | mb     | 19 | 5.77 N  | 126.09 E | 123 km | Mindanao, Philippines               
 | 2018-03-31 19:49:48.7 | manual      | 39 | 5.1 | mb     | 30 | 1.64 N  | 128.47 E | 41 km  | Halmahera, Indonesia                
 | 2018-03-31 15:17:13.3 | manual      | 5  | 3.2 | MLv    | 4  | 0.04 N  | 122.84 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2018-03-31 11:38:14.7 | manual      | 5  | 3.8 | MLv    | 5  | 0.15 S  | 123.27 E | 188 km | Minahassa Peninsula, Sulawesi       
 | 2018-03-30 18:46:36.3 | manual      | 6  | 3.0 | MLv    | 6  | 0.47 S  | 121.92 E | 29 km  | Minahassa Peninsula, Sulawesi       
 | 2018-03-30 18:44:31.7 | manual      | 30 | 5.8 | mb     | 29 | 37.01 N | 67.90 E  | 10 km  | Afghanistan-Tajikistan Border Region
 | 2018-03-30 16:10:44.3 | manual      | 20 | 5.0 | MLv    | 17 | 9.12 S  | 116.84 E | 85 km  | Sumbawa Region, Indonesia           
 | 2018-03-30 15:26:19.6 | manual      | 8  | 4.9 | MLv    | 5  | 6.20 S  | 142.62 E | 10 km  | New Guinea, Papua New Guinea        
 | 2018-03-30 14:28:31.2 | manual      | 17 | 4.6 | MLv    | 13 | 7.28 S  | 129.72 E | 193 km | Banda Sea                           
 | 2018-03-30 07:01:12.5 | manual      | 15 | 5.0 | MLv    | 10 | 3.22 S  | 130.96 E | 0 km   | Seram, Indonesia                    
 | 2018-03-30 01:36:34.3 | manual      | 8  | 3.7 | MLv    | 8  | 1.70 S  | 128.46 E | 10 km  | Halmahera, Indonesia                
 | 2018-03-29 23:25:26.1 | manual      | 10 | 3.7 | MLv    | 8  | 6.10 S  | 114.58 E | 443 km | Bali Sea                            
 | 2018-03-29 23:17:29.6 | manual      | 18 | 5.7 | mb     | 16 | 36.64 N | 140.64 E | 30 km  | Near East Coast of Honshu, Japan    
 | 2018-03-29 23:03:05.4 | manual      | 7  | 3.9 | MLv    | 7  | 1.32 N  | 123.15 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2018-03-29 22:54:14.5 | manual      | 29 | 5.8 | mb     | 29 | 38.74 N | 70.51 E  | 10 km  | Afghanistan-Tajikistan Border Region
 | 2018-03-29 22:51:05.6 | manual      | 6  | 5.2 | mb     | 6  | 6.52 S  | 153.76 E | 124 km | New Britain Region, P.N.G.          
 | 2018-03-29 22:15:31.4 | manual      | 20 | 4.9 | mb     | 20 | 5.72 S  | 151.46 E | 82 km  | New Britain Region, P.N.G.          
 | 2018-03-29 21:50:14.1 | manual      | 19 | 4.9 | mb     | 18 | 5.93 S  | 150.54 E | 119 km | New Britain Region, P.N.G.          
 | 2018-03-29 21:25:39.6 | manual      | 51 | 6.7 | Mw(mB) | 49 | 5.63 S  | 151.57 E | 81 km  | New Britain Region, P.N.G.          
 | 2018-03-29 19:10:00.8 | manual      | 27 | 4.9 | mb     | 27 | 3.18 S  | 152.34 E | 10 km  | New Ireland Region, P.N.G.          
 | 2018-03-29 18:51:17.2 | manual      | 53 | 6.0 | Mw(mB) | 48 | 9.37 S  | 159.56 E | 86 km  | Solomon Islands                     
 | 2018-03-29 17:21:04.6 | manual      | 6  | 5.0 | mb     | 5  | 10.35 N | 125.87 E | 10 km  | Leyte, Philippines                  
 | 2018-03-29 16:58:26.9 | manual      | 8  | 3.4 | MLv    | 5  | 0.19 S  | 124.47 E | 46 km  | Southern Molucca Sea                
 | 2018-03-29 16:06:48.8 | manual      | 11 | 5.1 | mb     | 11 | 6.47 S  | 142.93 E | 10 km  | New Guinea, Papua New Guinea        
 | 2018-03-29 16:06:44.2 | manual      | 40 | 5.1 | mb     | 37 | 6.24 S  | 143.29 E | 10 km  | New Guinea, Papua New Guinea        
 | 2018-03-29 14:09:26.8 | manual      | 7  | 2.9 | MLv    | 4  | 0.42 N  | 121.57 E | 90 km  | Minahassa Peninsula, Sulawesi       
 | 2018-03-29 11:03:52.3 | manual      | 8  | 4.3 | MLv    | 8  | 4.77 N  | 127.91 E | 10 km  | Talaud Islands, Indonesia           
 | 2018-03-29 07:31:00.9 | manual      | 16 | 5.0 | mb     | 16 | 5.44 S  | 150.73 E | 149 km | New Britain Region, P.N.G.          
 | 2018-03-29 07:26:44.6 | manual      | 8  | 3.8 | MLv    | 8  | 1.61 N  | 125.22 E | 35 km  | Northern Molucca Sea                
 | 2018-03-29 02:40:20.5 | manual      | 38 | 5.1 | mb     | 34 | 6.03 S  | 142.67 E | 10 km  | New Guinea, Papua New Guinea        
 | 2018-03-28 18:50:09.1 | manual      | 16 | 5.1 | mb     | 13 | 6.13 S  | 142.64 E | 10 km  | New Guinea, Papua New Guinea        
 | 2018-03-28 18:34:21.3 | manual      | 21 | 5.3 | mb     | 17 | 6.69 S  | 131.66 E | 70 km  | Tanimbar Islands Reg., Indonesia    
 | 2018-03-28 17:13:05.2 | manual      | 18 | 4.8 | MLv    | 16 | 1.61 N  | 126.32 E | 10 km  | Northern Molucca Sea                
 | 2018-03-28 11:31:12.4 | manual      | 5  | 3.3 | MLv    | 5  | 0.12 S  | 122.98 E | 84 km  | Minahassa Peninsula, Sulawesi       
 | 2018-03-27 19:48:38.4 | manual      | 7  | 2.8 | MLv    | 6  | 0.38 N  | 122.13 E | 165 km | Minahassa Peninsula, Sulawesi       
 | 2018-03-27 18:51:37.3 | manual      | 39 | 5.0 | mb     | 37 | 7.48 S  | 130.62 E | 104 km | Tanimbar Islands Reg., Indonesia    
 | 2018-03-27 10:31:46.8 | manual      | 6  | 2.8 | MLv    | 5  | 0.74 S  | 123.32 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2018-03-27 07:59:50.8 | manual      | 10 | 4.1 | MLv    | 10 | 1.08 N  | 128.37 E | 105 km | Halmahera, Indonesia                
 | 2018-03-27 06:18:11.2 | manual      | 9  | 4.1 | MLv    | 9  | 0.11 S  | 120.00 E | 26 km  | Minahassa Peninsula, Sulawesi       
 | 2018-03-27 05:06:42.9 | manual      | 10 | 3.5 | MLv    | 8  | 1.75 S  | 121.48 E | 10 km  | Sulawesi, Indonesia                 
 | 2018-03-27 03:45:15.5 | manual      | 12 | 4.8 | mb     | 9  | 5.82 S  | 143.55 E | 37 km  | New Guinea, Papua New Guinea        
 | 2018-03-26 16:20:12.7 | manual      | 6  | 4.0 | MLv    | 6  | 0.43 N  | 121.48 E | 18 km  | Minahassa Peninsula, Sulawesi       
 | 2018-03-26 09:51:06.7 | manual      | 46 | 6.3 | Mw(mB) | 42 | 5.51 S  | 151.41 E | 116 km | New Britain Region, P.N.G.          
 | 2018-03-26 07:59:02.8 | manual      | 5  | 3.5 | MLv    | 5  | 8.63 S  | 122.64 E | 176 km | Flores Region, Indonesia            
 | 2018-03-26 06:53:08.8 | manual      | 8  | 3.8 | MLv    | 8  | 0.28 S  | 123.36 E | 179 km | Minahassa Peninsula, Sulawesi       
 | 2018-03-26 03:42:06.6 | manual      | 20 | 4.7 | MLv    | 20 | 5.61 S  | 118.27 E | 39 km  | Sulawesi, Indonesia                 
 | 2018-03-26 03:31:37.4 | manual      | 6  | 3.8 | MLv    | 6  | 0.19 N  | 122.50 E | 161 km | Minahassa Peninsula, Sulawesi       
 | 2018-03-25 20:14:48.2 | manual      | 43 | 6.7 | Mw(mB) | 41 | 6.77 S  | 129.83 E | 180 km | Banda Sea                           
 | 2018-03-25 15:24:29.9 | manual      | 12 | 4.7 | MLv    | 11 | 6.99 S  | 129.33 E | 202 km | Banda Sea                           
 | 2018-03-25 14:44:43.2 | manual      | 11 | 5.4 | mb     | 10 | 17.71 S | 111.49 E | 10 km  | Northwest of Australia              
 | 2018-03-25 14:38:17.1 | manual      | 40 | 5.5 | mb     | 40 | 26.97 N | 137.29 E | 58 km  | Bonin Islands, Japan Region         
 | 2018-03-25 12:45:48.7 | manual      | 7  | 3.3 | MLv    | 5  | 0.49 S  | 122.84 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2018-03-25 12:18:41.5 | manual      | 10 | 4.1 | MLv    | 9  | 1.03 N  | 122.74 E | 16 km  | Minahassa Peninsula, Sulawesi       
 | 2018-03-25 08:58:11.7 | manual      | 44 | 5.7 | Mw(mB) | 33 | 7.54 S  | 128.63 E | 157 km | Banda Sea                           
 | 2018-03-25 07:41:49.4 | manual      | 7  | 3.2 | MLv    | 5  | 2.31 S  | 118.71 E | 7 km   | Sulawesi, Indonesia                 
 | 2018-03-25 01:18:26.1 | manual      | 9  | 3.9 | MLv    | 9  | 0.09 N  | 126.69 E | 35 km  | Northern Molucca Sea                
 | 2018-03-24 19:58:30.6 | manual      | 29 | 5.4 | mb     | 29 | 46.41 S | 96.67 E  | 0 km   | Southeast Indian Ridge              
 | 2018-03-24 18:59:06.3 | manual      | 14 | 5.1 | mb     | 14 | 17.51 N | 121.58 E | 256 km | Luzon, Philippines                  
 | 2018-03-24 12:02:03.5 | manual      | 8  | 4.4 | MLv    | 8  | 8.71 S  | 118.29 E | 98 km  | Sumbawa Region, Indonesia           
 | 2018-03-24 11:23:38.8 | manual      | 51 | 6.3 | Mw(mB) | 47 | 5.60 S  | 151.48 E | 110 km | New Britain Region, P.N.G.          
 | 2018-03-24 10:34:42.9 | manual      | 16 | 5.1 | mb     | 15 | 9.96 N  | 125.87 E | 54 km  | Mindanao, Philippines               
 | 2018-03-24 09:15:24.3 | manual      | 8  | 4.6 | MLv    | 8  | 0.94 S  | 125.20 E | 10 km  | Southern Molucca Sea                
 | 2018-03-24 04:42:00.8 | manual      | 6  | 4.1 | MLv    | 6  | 0.69 N  | 123.48 E | 79 km  | Minahassa Peninsula, Sulawesi       
 | 2018-03-24 02:50:09.6 | manual      | 5  | 3.3 | MLv    | 5  | 1.17 S  | 119.83 E | 10 km  | Sulawesi, Indonesia                 
 | 2018-03-23 11:52:46.1 | manual      | 33 | 5.2 | mb     | 30 | 6.13 S  | 142.58 E | 37 km  | New Guinea, Papua New Guinea        
 | 2018-03-23 10:41:30.3 | manual      | 7  | 4.8 | MLv    | 7  | 5.54 N  | 126.46 E | 10 km  | Mindanao, Philippines               
 | 2018-03-23 10:32:22.4 | manual      | 7  | 3.3 | MLv    | 4  | 0.75 S  | 123.06 E | 26 km  | Minahassa Peninsula, Sulawesi       
 | 2018-03-23 10:19:04.4 | manual      | 10 | 5.2 | mb     | 6  | 4.79 N  | 126.91 E | 10 km  | Talaud Islands, Indonesia           
 | 2018-03-22 23:38:03.8 | manual      | 9  | 4.1 | MLv    | 9  | 0.27 N  | 126.13 E | 10 km  | Northern Molucca Sea                
 | 2018-03-22 23:23:25.4 | manual      | 7  | 4.5 | mb     | 4  | 5.87 S  | 142.74 E | 285 km | New Guinea, Papua New Guinea        
 | 2018-03-22 22:42:45.6 | manual      | 5  | 3.2 | MLv    | 4  | 0.27 S  | 123.57 E | 73 km  | Minahassa Peninsula, Sulawesi       
 | 2018-03-22 14:11:12.5 | manual      | 4  | 2.9 | MLv    | 4  | 1.01 N  | 121.40 E | 84 km  | Minahassa Peninsula, Sulawesi       
 | 2018-03-22 13:21:05.2 | manual      | 5  | 3.1 | MLv    | 5  | 0.19 N  | 122.51 E | 77 km  | Minahassa Peninsula, Sulawesi       
 | 2018-03-22 11:20:33.1 | manual      | 6  | 3.4 | MLv    | 6  | 1.30 N  | 122.34 E | 217 km | Minahassa Peninsula, Sulawesi       
 | 2018-03-22 10:05:31.9 | manual      | 5  | 3.1 | MLv    | 5  | 0.16 S  | 122.88 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2018-03-22 04:05:35.8 | manual      | 7  | 3.5 | MLv    | 4  | 0.30 S  | 122.84 E | 94 km  | Minahassa Peninsula, Sulawesi       
 | 2018-03-22 03:40:55.2 | manual      | 17 | 4.3 | MLv    | 10 | 3.27 S  | 131.13 E | 31 km  | Irian Jaya Region, Indonesia        
 | 2018-03-22 02:46:30.9 | manual      | 40 | 4.9 | mb     | 25 | 0.30 N  | 126.16 E | 29 km  | Northern Molucca Sea                
 | 2018-03-22 02:31:08.2 | manual      | 11 | 4.5 | MLv    | 8  | 6.36 S  | 131.01 E | 165 km | Tanimbar Islands Reg., Indonesia    
 | 2018-03-22 00:08:01.4 | manual      | 41 | 5.3 | mb     | 36 | 4.52 S  | 102.68 E | 73 km  | Southern Sumatra, Indonesia         
 | 2018-03-21 16:22:27.5 | manual      | 19 | 4.4 | MLv    | 15 | 1.44 N  | 127.84 E | 9 km   | Halmahera, Indonesia                
 | 2018-03-21 15:33:26.1 | manual      | 16 | 5.3 | mb     | 13 | 2.79 N  | 130.43 E | 53 km  | Irian Jaya Region, Indonesia        
 | 2018-03-21 08:00:29.7 | manual      | 23 | 4.6 | mb     | 21 | 5.69 S  | 142.42 E | 198 km | New Guinea, Papua New Guinea        
